# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
238 -0.45241973 -0.017509311 0.028070837 -0.89119124 0.17914644 -0.31875217 0.15303604 1 238.jpg

239 -0.45694658 -0.03107047 0.035469443 -0.8882433 0.20276418 -0.3130527 0.15279791 1 239.jpg

240 -0.46015775 -0.038172215 0.040409893 -0.88609517 0.21989778 -0.30704933 0.15147561 1 240.jpg

241 -0.46167815 -0.049666062 0.04654807 -0.8844319 0.2378929 -0.30304825 0.15062186 1 241.jpg

242 -0.46015453 -0.06040983 0.0478988 -0.88448524 0.24906616 -0.3006944 0.1499869 1 242.jpg

243 -0.4607786 -0.07587378 0.04906982 -0.88290334 0.2603815 -0.300604 0.15101144 1 243.jpg

244 -0.4640311 -0.10236424 0.043215483 -0.87882257 0.26690486 -0.30956084 0.15844704 1 244.jpg

245 -0.48079363 -0.09819922 0.054267675 -0.86962605 0.2670162 -0.32416114 0.17467669 1 245.jpg

246 -0.49435285 -0.09595129 0.060121924 -0.8618549 0.26318476 -0.33645102 0.20224887 1 246.jpg

247 -0.49794245 -0.095379755 0.06683162 -0.859354 0.25958574 -0.35128033 0.23366553 1 247.jpg

248 -0.50572234 -0.09288432 0.074635744 -0.8544279 0.25616485 -0.35705882 0.26802403 1 248.jpg

249 -0.5104925 -0.0855435 0.08584359 -0.8512993 0.2502642 -0.36392957 0.29833695 1 249.jpg

250 -0.5184436 -0.07864222 0.081413716 -0.84758687 0.2352511 -0.36206505 0.3202571 1 250.jpg

251 -0.5262296 -0.08079523 0.07352123 -0.8432965 0.21664953 -0.3645745 0.3301081 1 251.jpg

252 -0.5273063 -0.06872514 0.073130906 -0.8437278 0.2019834 -0.3659985 0.33713824 1 252.jpg

253 -0.53009886 -0.048368588 0.06408176 -0.8441262 0.17860898 -0.36524665 0.34667608 1 253.jpg

254 -0.5316 -0.031584322 0.052426547 -0.84478116 0.15513851 -0.36128706 0.3552249 1 254.jpg

255 -0.5326278 -0.010922104 0.04139036 -0.8452663 0.1323692 -0.35899478 0.3624577 1 255.jpg

256 -0.5352609 0.005516261 0.03164935 -0.8440757 0.10868424 -0.35778978 0.36957863 1 256.jpg

257 -0.5358807 0.021650702 0.020526677 -0.84376633 0.0847826 -0.35649547 0.37627733 1 257.jpg

258 -0.53649944 0.034201026 0.008051395 -0.8431689 0.05879631 -0.35554007 0.37997845 1 258.jpg

259 -0.5356919 0.04964322 -0.0044057965 -0.84294146 0.030936297 -0.35475308 0.38269266 1 259.jpg

260 -0.5365838 0.05902256 -0.012650877 -0.8416853 0.010862529 -0.35124883 0.3865121 1 260.jpg

261 -0.54065746 0.07474671 -0.026963979 -0.8374816 -0.022138108 -0.3453921 0.39381388 1 261.jpg

262 -0.54091877 0.08699465 -0.037656456 -0.83571565 -0.048074923 -0.34274533 0.39825997 1 262.jpg

263 -0.54053074 0.102482155 -0.048656374 -0.83364046 -0.075428694 -0.340991 0.4002125 1 263.jpg

264 -0.53870285 0.12147522 -0.05811414 -0.83166444 -0.102528855 -0.33790994 0.39990413 1 264.jpg

265 -0.5398953 0.1339533 -0.06773618 -0.8282399 -0.1238462 -0.33464503 0.39918935 1 265.jpg

266 -0.54007107 0.15013964 -0.07961741 -0.8242829 -0.15067501 -0.33188587 0.39666554 1 266.jpg

267 -0.5393129 0.16372152 -0.0916104 -0.8209412 -0.17600015 -0.32841638 0.39363992 1 267.jpg

268 -0.53910744 0.17895083 -0.10245204 -0.81660473 -0.20138925 -0.32396126 0.38933447 1 268.jpg

269 -0.5377896 0.19324026 -0.11336455 -0.8127663 -0.22690651 -0.32064632 0.38154423 1 269.jpg

270 -0.53520554 0.20908879 -0.12664565 -0.80857754 -0.25252214 -0.31663123 0.37173817 1 270.jpg

271 -0.5331802 0.22429495 -0.13686165 -0.80416393 -0.2759469 -0.31124184 0.36311308 1 271.jpg

272 -0.53159696 0.23689316 -0.14607123 -0.7999685 -0.29749596 -0.30944872 0.35356015 1 272.jpg

273 -0.52774966 0.24988452 -0.15218896 -0.79741865 -0.316698 -0.3110655 0.34338468 1 273.jpg

274 -0.52310705 0.26597154 -0.16061929 -0.79361176 -0.34092516 -0.31343025 0.33120212 1 274.jpg

275 -0.51846904 0.27663842 -0.167321 -0.79162157 -0.3559499 -0.31490052 0.32257104 1 275.jpg

276 -0.5135458 0.2878732 -0.17865878 -0.7883405 -0.37556553 -0.3166446 0.31055328 1 276.jpg

277 -0.5091005 0.29808193 -0.18911093 -0.78498465 -0.39437306 -0.31586808 0.3010228 1 277.jpg

278 -0.50487965 0.30484873 -0.19707409 -0.78315103 -0.40770376 -0.3150452 0.29306898 1 278.jpg

279 -0.49939737 0.31524542 -0.207286 -0.77990705 -0.4254834 -0.31570905 0.28033423 1 279.jpg

280 -0.49689105 0.32417843 -0.21919325 -0.77457213 -0.44329092 -0.31724522 0.26855528 1 280.jpg

281 -0.49155068 0.33315116 -0.22791463 -0.77164954 -0.45701504 -0.32309297 0.25559914 1 281.jpg

282 -0.48620826 0.3404181 -0.23479775 -0.7697967 -0.4659451 -0.32766992 0.24738216 1 282.jpg

283 -0.48017025 0.35169613 -0.24059549 -0.7667204 -0.47682247 -0.33031067 0.23793161 1 283.jpg

284 -0.47415528 0.36119232 -0.24612361 -0.7642905 -0.48450366 -0.33180302 0.22802323 1 284.jpg

285 -0.46552908 0.3743896 -0.25513577 -0.7602769 -0.49546722 -0.33550322 0.21276024 1 285.jpg

286 -0.45941618 0.38645682 -0.2645582 -0.7547164 -0.5058943 -0.33752844 0.19541648 1 286.jpg

287 -0.4515911 0.40198937 -0.27279276 -0.7483676 -0.5116788 -0.34039938 0.17593282 1 287.jpg

288 -0.4447016 0.41507012 -0.281858 -0.7419659 -0.5211064 -0.34559458 0.1555478 1 288.jpg

289 -0.43794647 0.42575708 -0.29171556 -0.736095 -0.5307622 -0.3486623 0.13464816 1 289.jpg

290 -0.43021628 0.43653575 -0.29687846 -0.7322662 -0.5342029 -0.352823 0.1192942 1 290.jpg

291 -0.42033696 0.4501493 -0.30423594 -0.7267207 -0.5399058 -0.35781965 0.09738841 1 291.jpg

292 -0.4112443 0.46148768 -0.31584334 -0.71982646 -0.54771686 -0.3566007 0.07416133 1 292.jpg

293 -0.39951962 0.4762358 -0.3201446 -0.7149063 -0.55154324 -0.35482746 0.053391207 1 293.jpg

294 -0.38874352 0.48658466 -0.32334843 -0.71243215 -0.54630643 -0.34749198 0.04228638 1 294.jpg

295 -0.3727943 0.49941525 -0.3292359 -0.70937467 -0.5368283 -0.34300655 0.026749581 1 295.jpg

296 -0.35581362 0.51200074 -0.33769047 -0.7051362 -0.5200091 -0.3401524 0.01737978 1 296.jpg

297 -0.33684587 0.5208488 -0.34678918 -0.7035542 -0.50298727 -0.3389488 0.0014750883 1 297.jpg

298 -0.31777424 0.5371602 -0.35384703 -0.6966138 -0.48264056 -0.34106722 -0.030547403 1 298.jpg

299 -0.30613673 0.54875416 -0.3535151 -0.69294745 -0.45828235 -0.34601548 -0.051433455 1 299.jpg

300 -0.29147583 0.55687714 -0.35851184 -0.69021654 -0.42265934 -0.34975296 -0.08219685 1 300.jpg

301 -0.28208938 0.56513023 -0.36945724 -0.68158245 -0.39453313 -0.34203312 -0.10894033 1 301.jpg

302 -0.2764747 0.569082 -0.36851043 -0.6811076 -0.3666032 -0.33023477 -0.12708862 1 302.jpg

303 -0.27249432 0.5658819 -0.37448543 -0.6821181 -0.33543062 -0.31397155 -0.14746137 1 303.jpg

304 -0.26453292 0.56616855 -0.36771485 -0.6886662 -0.3048541 -0.2974739 -0.16294931 1 304.jpg

305 -0.25533977 0.56599915 -0.37204072 -0.6899508 -0.2783369 -0.27855656 -0.18342328 1 305.jpg

306 -0.24232283 0.56709194 -0.37630332 -0.69143486 -0.2651352 -0.26371884 -0.1971739 1 306.jpg

307 -0.23544951 0.5690282 -0.38132292 -0.6894658 -0.24841708 -0.2532815 -0.21949553 1 307.jpg

308 -0.23420578 0.5629728 -0.3858287 -0.69234776 -0.23687153 -0.2459988 -0.23229846 1 308.jpg

309 -0.2273738 0.55668217 -0.38436565 -0.70047784 -0.21587203 -0.23769149 -0.25021923 1 309.jpg

310 -0.21943097 0.550277 -0.3853382 -0.7075025 -0.19486725 -0.22486483 -0.26716942 1 310.jpg

311 -0.21986896 0.5423406 -0.3810861 -0.71574974 -0.17143536 -0.20447864 -0.2868464 1 311.jpg

312 -0.2238582 0.536639 -0.3811394 -0.71877587 -0.16043153 -0.18521775 -0.29596728 1 312.jpg

313 -0.2197475 0.53745914 -0.38177484 -0.71909434 -0.14956093 -0.16688326 -0.31052864 1 313.jpg

314 -0.21962212 0.53633124 -0.38639432 -0.71750563 -0.1455603 -0.15193874 -0.32296863 1 314.jpg

315 -0.20696579 0.5345804 -0.388479 -0.72143805 -0.13701409 -0.1344862 -0.3428163 1 315.jpg

316 -0.19931127 0.5388018 -0.39265895 -0.7181828 -0.1308384 -0.12085832 -0.35917562 1 316.jpg

317 -0.20017073 0.53090703 -0.39324763 -0.72348166 -0.1266387 -0.11004115 -0.36589962 1 317.jpg

318 -0.20105307 0.52432853 -0.38666832 -0.7315359 -0.123118445 -0.10465746 -0.36427015 1 318.jpg

319 -0.20383221 0.503227 -0.37393498 -0.7519226 -0.11691474 -0.099588275 -0.35339555 1 319.jpg

320 -0.21316154 0.48156947 -0.35970017 -0.7702395 -0.109283336 -0.09119487 -0.33759773 1 320.jpg

321 -0.21970886 0.46374685 -0.34915715 -0.7840639 -0.1038155 -0.08564524 -0.32408223 1 321.jpg

322 -0.22652769 0.430861 -0.3283677 -0.80945575 -0.08921349 -0.07325521 -0.29748774 1 322.jpg

323 -0.23304915 0.41271794 -0.31748 -0.82131517 -0.07743654 -0.06536408 -0.2871414 1 323.jpg

324 -0.24131557 0.38752785 -0.3001161 -0.83756757 -0.060927343 -0.05684579 -0.27527896 1 324.jpg

325 -0.253036 0.36525622 -0.27517095 -0.85255015 -0.042479455 -0.049133644 -0.26730132 1 325.jpg

326 -0.26299268 0.34393364 -0.25765505 -0.8638046 -0.026024308 -0.042337693 -0.26330513 1 326.jpg

327 -0.26758987 0.33077687 -0.24199376 -0.87202144 -0.016668022 -0.03962115 -0.26049483 1 327.jpg

328 -0.2760195 0.31033427 -0.22491881 -0.8814291 -0.0031540897 -0.035307944 -0.2544703 1 328.jpg

329 -0.27514234 0.28649524 -0.20005998 -0.8956523 0.018354626 -0.036597885 -0.247902 1 329.jpg

330 -0.27961296 0.26713574 -0.17572919 -0.9053035 0.03742615 -0.035653427 -0.24070439 1 330.jpg

331 -0.28297794 0.2466023 -0.16242304 -0.9125402 0.05037117 -0.03206061 -0.23853429 1 331.jpg

332 -0.2814475 0.23479119 -0.15390301 -0.9175916 0.058819864 -0.030055355 -0.24136421 1 332.jpg

333 -0.2817124 0.22224891 -0.14312649 -0.92236555 0.0695 -0.027643884 -0.24545558 1 333.jpg

334 -0.27930972 0.20998016 -0.13243002 -0.9275541 0.08073497 -0.027223691 -0.2479981 1 334.jpg

335 -0.2764371 0.19327101 -0.12460971 -0.9331137 0.09030579 -0.029054128 -0.24978179 1 335.jpg

336 -0.27609384 0.17545033 -0.11436421 -0.9380352 0.10108279 -0.029623931 -0.25034824 1 336.jpg

337 -0.2629949 0.13123582 -0.10073149 -0.9505073 0.11801842 -0.031277396 -0.25098336 1 337.jpg

338 -0.26241982 0.10908025 -0.087070554 -0.9548067 0.13189988 -0.027303323 -0.25031587 1 338.jpg

339 -0.25986114 0.08834985 -0.07758418 -0.9584609 0.14533806 -0.021878049 -0.24859159 1 339.jpg

340 -0.26342365 0.06813543 -0.062955886 -0.96020937 0.15875944 -0.016019046 -0.24495524 1 340.jpg

341 -0.27177334 0.05149713 -0.051449955 -0.9596042 0.17054568 -0.009942214 -0.24306324 1 341.jpg

342 -0.27538294 0.03294953 -0.042456865 -0.95983124 0.18147469 -0.0054373145 -0.24280854 1 342.jpg

343 -0.27978444 0.020607322 -0.035534233 -0.9591837 0.18935585 -0.0015578968 -0.2426008 1 343.jpg

344 -0.28095374 0.00823921 -0.024239033 -0.9593797 0.19982201 0.0017080335 -0.2432607 1 344.jpg

345 -0.2848122 -0.0011506528 -0.014900327 -0.95846677 0.20834775 0.0036997688 -0.24512276 1 345.jpg

346 -0.28447825 -0.01592718 -0.009453714 -0.9585036 0.21443035 0.0051657436 -0.24674082 1 346.jpg

347 -0.28760874 -0.019879103 -0.0035211742 -0.95753515 0.21708313 0.0059640575 -0.24856272 1 347.jpg

348 -0.28918582 -0.021039858 -2.219379E-4 -0.95704174 0.21817872 0.007629513 -0.24819931 1 348.jpg

